store_id,date,labor_hours,labor_cost
16,3/16/2025,64,1408
2,8/27/2025,35,840
14,10/22/2025,49,735
4,2/17/2025,27,594
24,9/1/2025,44,1056
20,12/26/2025,55,990
13,11/7/2025,44,660
4,6/3/2025,26,416
15,9/12/2025,62,1364
3,5/30/2025,59,1298
21,3/22/2025,31,589
22,2/24/2025,64,1408
8,9/15/2025,41,943
5,1/23/2025,38,950
3,1/16/2025,24,576
1,2/15/2025,35,560
12,8/17/2025,59,1180
6,1/28/2025,51,1020
2,5/2/2025,24,360
24,3/5/2025,61,1342
20,7/27/2025,42,798
13,6/28/2025,63,1260
14,6/28/2025,55,825
2,2/23/2025,54,972
5,8/17/2025,34,714
3,7/27/2025,39,585
18,2/20/2025,45,1125
16,2/16/2025,43,817
5,7/5/2025,60,1080
2,8/6/2025,63,945
3,9/22/2025,27,621
8,2/22/2025,36,828
21,4/19/2025,34,612
21,2/18/2025,48,768
25,2/10/2025,44,1012
14,10/13/2025,52,1040
21,1/31/2025,63,1008
17,4/28/2025,56,1176
7,4/19/2025,50,1100
20,2/16/2025,24,432
24,5/2/2025,46,966
13,8/6/2025,39,819
2,11/1/2025,50,1150
4,7/17/2025,37,814
9,2/4/2025,49,931
19,6/11/2025,26,598
18,8/15/2025,35,560
24,9/21/2025,24,408
17,5/20/2025,41,943
13,5/21/2025,39,936
7,5/24/2025,38,760
10,2/17/2025,37,740
24,5/8/2025,40,800
3,4/12/2025,24,384
25,7/30/2025,47,799
15,2/2/2025,33,528
1,1/20/2025,59,1475
3,7/23/2025,45,720
14,4/14/2025,42,756
7,10/14/2025,58,928
14,1/29/2025,25,375
3,12/3/2025,30,570
2,9/30/2025,28,644
16,7/19/2025,43,946
20,9/3/2025,31,589
16,7/12/2025,54,864
23,10/5/2025,40,800
9,7/25/2025,28,560
11,10/13/2025,57,1083
8,2/14/2025,50,1250
15,8/30/2025,60,1200
8,6/17/2025,41,820
4,10/31/2025,36,720
6,10/28/2025,44,836
22,3/31/2025,60,1500
3,10/6/2025,46,690
5,9/30/2025,51,816
19,12/27/2025,30,630
22,12/29/2025,37,851
17,3/25/2025,61,976
24,6/9/2025,51,1275
17,8/23/2025,54,1296
19,12/15/2025,61,1098
18,7/31/2025,25,550
14,3/14/2025,58,870
1,4/5/2025,24,360
1,10/15/2025,48,912
19,3/1/2025,28,644
5,6/3/2025,62,1302
12,6/28/2025,37,629
14,9/24/2025,51,1122
25,5/13/2025,63,1323
14,8/9/2025,44,748
6,4/12/2025,53,1060
20,12/2/2025,43,860
24,8/7/2025,41,697
15,5/21/2025,43,774
13,6/14/2025,52,780
16,4/9/2025,41,697
16,3/7/2025,31,713
14,3/12/2025,56,840
16,5/5/2025,32,768
23,3/2/2025,52,936
21,9/27/2025,37,666
21,3/18/2025,41,861
10,6/7/2025,24,360
5,11/9/2025,28,616
23,12/16/2025,31,527
10,10/13/2025,27,621
12,12/11/2025,28,504
19,12/10/2025,28,560
12,4/12/2025,37,777
5,8/17/2025,26,442
24,8/5/2025,54,1134
6,11/24/2025,41,738
16,7/17/2025,40,640
2,6/30/2025,58,928
5,3/12/2025,42,714
10,5/27/2025,51,1071
22,4/27/2025,52,780
25,2/10/2025,35,595
16,11/11/2025,38,760
21,6/16/2025,40,920
3,1/24/2025,47,799
22,6/25/2025,29,725
2,2/4/2025,53,848
4,3/4/2025,52,1196
23,7/13/2025,26,468
21,10/26/2025,63,1575
3,2/26/2025,49,980
21,9/22/2025,37,740
13,6/24/2025,28,672
21,4/21/2025,61,915
13,12/16/2025,56,1120
13,5/1/2025,59,885
21,2/9/2025,35,875
5,5/16/2025,44,1100
6,11/15/2025,41,861
21,4/8/2025,49,1225
2,4/20/2025,27,675
16,9/21/2025,56,952
6,1/1/2025,50,1100
16,11/4/2025,46,782
4,3/11/2025,35,700
3,10/17/2025,26,598
23,8/3/2025,47,705
18,4/6/2025,25,625
21,10/12/2025,58,986
23,5/29/2025,26,650
17,12/30/2025,32,672
15,5/24/2025,51,1071
2,8/7/2025,45,900
24,8/14/2025,52,1300
4,6/4/2025,44,924
24,12/20/2025,63,1197
16,9/18/2025,58,1218
18,2/11/2025,29,580
4,11/2/2025,57,1425
12,3/15/2025,44,1056
4,11/4/2025,30,570
14,12/1/2025,49,833
2,11/1/2025,44,968
4,2/5/2025,58,870
16,10/7/2025,32,608
22,5/13/2025,53,1325
15,6/1/2025,57,1368
9,11/6/2025,27,540
19,10/10/2025,52,1040
7,5/6/2025,56,1344
11,8/29/2025,27,486
21,3/4/2025,40,600
12,3/16/2025,35,560
25,2/15/2025,36,792
12,12/13/2025,61,1159
25,9/2/2025,51,765
5,4/11/2025,56,1176
24,1/13/2025,61,1342
18,1/14/2025,63,1008
21,6/1/2025,58,928
2,7/28/2025,46,1012
18,5/26/2025,61,1464
7,12/11/2025,61,1525
25,9/17/2025,55,935
15,11/13/2025,27,621
20,9/10/2025,25,575
25,12/3/2025,61,1159
9,6/18/2025,64,1472
4,1/10/2025,35,875
22,4/18/2025,45,675
3,3/6/2025,27,567
17,9/26/2025,63,945
17,2/23/2025,26,546
4,4/11/2025,34,714
23,6/25/2025,30,480
13,2/23/2025,58,1450
1,6/29/2025,30,570
21,8/14/2025,53,1007
8,6/3/2025,64,1216
20,5/29/2025,50,1200
2,7/17/2025,64,1600
8,11/14/2025,48,912
3,3/14/2025,36,828
24,2/9/2025,42,798
7,11/5/2025,52,988
11,8/18/2025,56,1120
2,7/5/2025,27,594
2,1/23/2025,28,560
2,9/7/2025,54,918
15,7/11/2025,43,903
6,2/4/2025,43,1075
16,8/28/2025,63,1008
23,4/23/2025,28,420
15,7/27/2025,53,901
23,8/16/2025,46,1058
8,9/5/2025,31,775
2,5/27/2025,59,885
12,3/17/2025,64,960
24,11/1/2025,47,846
14,7/12/2025,25,525
20,8/27/2025,40,800
7,1/30/2025,32,800
19,6/8/2025,63,1575
15,12/3/2025,35,735
14,3/9/2025,24,456
23,3/15/2025,41,738
7,9/12/2025,32,672
24,9/20/2025,55,1265
14,9/5/2025,57,969
23,2/20/2025,35,735
18,11/22/2025,61,1342
22,1/24/2025,31,589
5,12/27/2025,39,819
17,8/29/2025,62,1426
13,7/21/2025,34,612
3,7/28/2025,57,1368
15,3/1/2025,27,540
4,10/2/2025,47,1034
3,11/15/2025,40,840
14,11/28/2025,27,594
17,4/17/2025,57,1026
1,12/17/2025,29,725
8,12/17/2025,26,546
20,9/23/2025,54,1080
22,1/27/2025,46,874
17,4/15/2025,33,528
10,10/27/2025,61,1220
5,2/9/2025,50,1200
19,11/20/2025,64,1024
10,12/8/2025,41,902
8,7/22/2025,26,442
20,10/12/2025,36,576
24,3/30/2025,41,820
17,10/7/2025,64,960
19,8/2/2025,48,768
9,9/3/2025,61,1281
1,2/26/2025,30,480
16,2/22/2025,53,1272
14,2/18/2025,63,1260
6,1/14/2025,63,1449
9,12/2/2025,41,1025
22,9/24/2025,32,576
10,1/18/2025,43,1075
18,10/24/2025,47,1175
5,4/2/2025,27,675
2,5/14/2025,44,1012
14,12/15/2025,31,527
12,11/14/2025,48,864
21,6/22/2025,64,1152
4,8/2/2025,46,966
18,4/13/2025,26,624
15,5/5/2025,35,560
17,8/21/2025,36,576
6,8/29/2025,54,1134
13,8/29/2025,49,784
10,11/11/2025,29,638
7,4/14/2025,43,774
10,5/23/2025,62,930
15,5/5/2025,56,1232
25,10/28/2025,49,1225
16,3/7/2025,40,640
13,4/8/2025,43,1075
5,9/22/2025,52,1300
23,12/16/2025,44,836
17,9/10/2025,39,936
3,5/20/2025,32,608
4,8/30/2025,42,840
8,12/14/2025,55,880
4,1/18/2025,28,616
23,2/11/2025,37,888
13,1/22/2025,49,735
4,2/6/2025,57,1026
2,8/28/2025,42,966
15,7/24/2025,38,646
22,11/9/2025,40,1000
10,1/31/2025,49,784
21,7/6/2025,29,464
17,8/26/2025,46,828
3,8/20/2025,41,738
12,1/13/2025,27,621
8,5/24/2025,24,576
7,12/27/2025,37,777
21,5/10/2025,49,1029
25,11/4/2025,52,1300
6,3/4/2025,53,1166
24,8/8/2025,44,704
10,9/20/2025,28,504
23,9/9/2025,57,969
7,8/19/2025,28,504
20,11/11/2025,30,720
4,1/3/2025,30,570
21,8/5/2025,34,816
6,7/25/2025,63,1071
16,4/22/2025,45,855
18,9/5/2025,45,1080
21,6/29/2025,39,897
21,7/4/2025,32,704
11,2/7/2025,62,1240
5,7/24/2025,52,1248
3,8/23/2025,42,840
18,12/17/2025,57,1254
23,2/28/2025,51,1275
19,1/3/2025,56,1064
5,5/4/2025,34,646
12,3/14/2025,63,1071
17,5/28/2025,37,888
9,12/4/2025,62,1426
9,6/12/2025,33,825
23,1/17/2025,38,608
13,9/19/2025,49,882
20,1/28/2025,64,1536
8,8/22/2025,59,944
9,1/1/2025,63,1386
14,7/22/2025,26,390
22,6/23/2025,43,860
25,2/18/2025,59,944
23,1/20/2025,46,782
6,8/9/2025,55,1100
1,10/22/2025,31,713
1,3/13/2025,36,648
12,9/4/2025,55,1045
5,4/13/2025,32,576
8,9/13/2025,41,656
25,4/3/2025,43,1032
19,5/4/2025,49,1225
6,10/18/2025,33,726
21,5/17/2025,55,1375
24,10/4/2025,41,615
11,5/21/2025,39,819
4,1/19/2025,64,1216
21,9/29/2025,46,736
13,10/15/2025,55,1045
18,3/29/2025,44,660
6,2/26/2025,41,861
18,5/24/2025,55,1045
16,12/12/2025,33,561
16,6/9/2025,55,825
12,9/1/2025,63,1386
16,5/26/2025,39,741
9,11/18/2025,64,1088
25,2/14/2025,42,1008
1,5/30/2025,56,1008
8,6/3/2025,37,814
4,2/28/2025,45,1080
11,3/28/2025,29,493
12,7/29/2025,31,527
21,7/11/2025,54,1296
22,9/3/2025,60,1320
14,11/9/2025,46,1150
4,10/14/2025,42,672
24,2/27/2025,30,660
20,6/2/2025,37,888
22,7/6/2025,51,1122
13,4/1/2025,46,690
12,11/12/2025,55,1210
7,6/9/2025,62,1054
24,4/16/2025,34,850
17,4/25/2025,47,940
23,3/20/2025,38,950
16,12/19/2025,43,1075
1,5/6/2025,34,578
22,3/23/2025,36,720
3,7/28/2025,58,1102
25,12/27/2025,49,735
11,10/26/2025,64,1344
14,1/12/2025,37,925
22,8/6/2025,49,882
20,12/21/2025,51,1173
2,11/6/2025,62,1240
5,2/2/2025,34,544
15,9/7/2025,31,589
23,2/9/2025,57,1026
18,4/27/2025,52,1248
8,1/8/2025,34,646
1,6/3/2025,47,1175
25,10/16/2025,26,494
17,11/19/2025,53,1272
13,4/15/2025,44,924
20,7/1/2025,63,1197
5,8/20/2025,46,690
13,5/18/2025,48,816
9,4/2/2025,25,375
18,6/11/2025,58,1160
11,8/12/2025,30,720
17,3/19/2025,38,684
11,5/31/2025,46,920
9,5/26/2025,54,864
6,6/18/2025,36,684
4,9/10/2025,57,855
17,11/9/2025,53,901
20,8/9/2025,49,931
18,12/25/2025,27,567
25,4/4/2025,52,1092
9,12/25/2025,30,540
11,12/29/2025,62,1116
17,1/18/2025,34,748
14,4/30/2025,40,920
12,12/17/2025,26,520
16,7/21/2025,34,612
7,4/12/2025,27,405
23,3/25/2025,37,851
15,11/8/2025,33,726
3,3/4/2025,29,667
18,7/9/2025,58,1392
15,10/25/2025,34,782
20,6/14/2025,57,1311
10,1/19/2025,33,561
11,11/4/2025,58,870
14,8/25/2025,30,720
3,4/6/2025,64,1536
13,1/28/2025,52,1092
24,4/3/2025,45,720
15,4/25/2025,56,1176
22,9/7/2025,34,646
2,10/27/2025,38,836
5,5/15/2025,28,504
12,9/4/2025,35,595
20,10/19/2025,54,810
4,6/12/2025,27,486
3,11/28/2025,44,748
2,10/5/2025,24,384
4,11/10/2025,62,930
13,3/11/2025,36,612
22,9/10/2025,41,1025
24,10/26/2025,33,495
22,10/15/2025,34,782
25,10/24/2025,33,528
4,2/21/2025,46,1150
18,9/12/2025,54,1350
15,2/25/2025,57,1254
4,2/9/2025,30,570
1,12/25/2025,49,1078
21,12/13/2025,58,1218
22,5/26/2025,41,1025
11,5/3/2025,35,700
24,3/14/2025,29,522
9,12/20/2025,55,1210
19,9/7/2025,34,510
5,6/8/2025,38,836
15,5/24/2025,62,1116
4,2/17/2025,56,1176
6,2/9/2025,53,901
18,11/15/2025,60,1260
23,11/3/2025,25,400
13,8/1/2025,40,640
15,8/4/2025,53,954
17,11/5/2025,45,810
21,4/12/2025,49,1176
25,2/21/2025,37,814
16,1/8/2025,55,1375
13,2/21/2025,38,570
25,10/7/2025,30,570
6,7/1/2025,27,513
12,8/12/2025,31,620
14,5/23/2025,25,600
19,10/4/2025,38,760
15,3/9/2025,48,1104
21,6/15/2025,27,621
10,8/25/2025,57,1197
4,11/14/2025,47,1081
11,12/11/2025,61,976
7,11/6/2025,56,1008
12,1/29/2025,34,714
20,3/15/2025,24,480
2,7/20/2025,30,510
8,9/18/2025,31,651
11,4/28/2025,62,1054
12,4/10/2025,36,540
15,2/13/2025,27,621
20,3/20/2025,57,855
6,2/1/2025,38,684
1,5/20/2025,25,550
20,2/17/2025,50,800
3,9/14/2025,25,625
22,3/15/2025,44,1100
1,7/4/2025,52,780
9,1/28/2025,56,1008
15,5/30/2025,35,805
18,12/16/2025,46,874
4,4/21/2025,56,1344
3,8/22/2025,29,638
22,2/1/2025,57,1140
25,11/21/2025,53,795
6,3/7/2025,37,888
25,12/7/2025,64,1408
1,1/25/2025,56,1400
4,8/27/2025,36,684
17,11/8/2025,59,1298
7,8/14/2025,31,651
7,9/3/2025,31,620
6,7/15/2025,40,920
5,1/6/2025,53,1219
11,4/19/2025,64,1088
12,7/7/2025,30,750
17,12/22/2025,33,825
2,2/1/2025,50,800
14,8/12/2025,46,1150
8,9/14/2025,31,713
21,9/20/2025,45,1035
23,9/12/2025,39,936
10,10/10/2025,54,1296
4,6/12/2025,44,748
13,8/26/2025,27,486
14,2/11/2025,59,885
16,1/6/2025,51,1122
7,12/4/2025,47,893
9,10/14/2025,27,675
12,9/25/2025,34,510
22,3/3/2025,34,850
4,11/9/2025,48,816
4,1/26/2025,64,1600
24,6/13/2025,59,1298
19,7/25/2025,28,616
25,7/15/2025,63,1134
10,2/13/2025,49,1029
22,1/26/2025,40,1000
11,8/5/2025,29,551
2,4/21/2025,38,798
21,12/5/2025,43,645
21,11/20/2025,28,448
5,8/17/2025,42,1008
6,5/29/2025,34,612
20,8/8/2025,42,672
23,10/18/2025,63,1197
17,5/23/2025,36,756
5,2/7/2025,54,1080
22,3/15/2025,42,1008
2,1/27/2025,36,792
24,3/4/2025,43,774
2,11/7/2025,63,1512
20,10/24/2025,45,855
19,12/7/2025,58,870
14,8/5/2025,57,1311
10,6/16/2025,50,1050
20,1/20/2025,37,740
4,10/14/2025,49,931
16,6/19/2025,58,1334
6,10/10/2025,28,616
8,10/11/2025,35,700
25,12/15/2025,32,640
13,9/6/2025,51,1224
16,12/15/2025,33,693
1,9/2/2025,30,540
25,6/21/2025,52,1092
9,2/28/2025,37,629
10,7/15/2025,28,672
11,1/31/2025,63,1323
22,6/22/2025,35,560
25,10/11/2025,28,616
3,11/26/2025,34,646
4,11/23/2025,24,360
12,7/11/2025,41,902
3,1/10/2025,36,720
9,5/6/2025,56,1120
25,11/3/2025,53,1166
21,1/29/2025,55,825
18,2/23/2025,56,1400
22,10/6/2025,60,1020
8,6/13/2025,54,1188
5,5/26/2025,30,660
11,3/11/2025,62,1054
10,4/27/2025,47,752
4,10/22/2025,55,935
13,3/9/2025,27,540
2,11/13/2025,64,1472
16,7/26/2025,47,987
2,9/12/2025,47,705
10,8/21/2025,35,560
2,10/21/2025,38,760
24,9/14/2025,50,1200
13,9/12/2025,45,810
10,1/19/2025,49,882
9,1/6/2025,39,936
13,2/14/2025,46,966
4,11/26/2025,40,640
8,10/12/2025,41,902
1,7/6/2025,34,544
10,5/12/2025,59,944
16,4/4/2025,50,900
25,4/27/2025,56,840
13,6/28/2025,53,1219
2,4/8/2025,53,1325
15,12/25/2025,46,1058
8,9/26/2025,24,432
22,2/27/2025,52,884
7,4/17/2025,44,1100
11,11/29/2025,32,800
17,5/23/2025,42,966
23,11/13/2025,61,1403
22,4/26/2025,26,650
19,11/24/2025,48,1056
21,11/9/2025,54,864
22,10/4/2025,59,1121
24,8/17/2025,60,1080
17,6/12/2025,49,882
10,9/18/2025,47,1128
17,3/8/2025,30,480
21,12/2/2025,27,621
20,3/7/2025,43,989
23,7/15/2025,55,825
13,12/11/2025,45,1080
15,3/16/2025,36,756
7,12/20/2025,47,846
18,10/25/2025,49,1127
1,10/11/2025,52,1092
4,9/21/2025,50,1150
22,4/27/2025,60,1380
12,8/24/2025,50,1200
13,3/25/2025,36,648
4,11/30/2025,29,725
14,2/1/2025,29,667
13,5/4/2025,53,954
25,8/4/2025,50,850
12,7/8/2025,45,720
9,3/9/2025,43,946
8,10/24/2025,45,720
12,11/19/2025,59,1416
16,5/25/2025,46,1012
18,9/20/2025,56,1232
10,4/19/2025,29,435
5,4/11/2025,61,976
14,2/22/2025,37,777
23,3/5/2025,61,1220
7,2/20/2025,36,756
10,5/31/2025,28,644
1,12/22/2025,64,1088
4,9/26/2025,48,912
16,1/16/2025,47,846
25,4/10/2025,59,1180
25,3/26/2025,26,390
4,5/15/2025,42,840
18,8/7/2025,46,690
9,1/21/2025,38,912
13,9/13/2025,63,1512
2,6/17/2025,53,848
1,3/17/2025,62,1364
16,3/26/2025,61,1037
22,4/21/2025,59,1239
20,1/22/2025,53,1060
20,8/28/2025,43,688
19,9/23/2025,44,836
15,1/21/2025,35,560
3,8/19/2025,57,1083
21,3/30/2025,33,726
16,11/13/2025,52,936
19,5/7/2025,48,1200
5,2/26/2025,59,1475
23,8/27/2025,36,792
5,6/4/2025,53,848
11,12/21/2025,29,609
10,6/10/2025,27,648
6,5/5/2025,56,896
4,1/7/2025,36,792
23,11/22/2025,32,480
5,2/11/2025,39,975
3,5/16/2025,63,1575
23,10/4/2025,58,1450
14,11/6/2025,57,1026
15,11/4/2025,55,1045
20,4/8/2025,62,930
19,12/11/2025,56,1008
16,9/28/2025,52,988
7,5/17/2025,32,576
2,6/30/2025,60,1500
18,11/2/2025,64,1216
3,6/13/2025,28,532
19,7/18/2025,36,864
4,1/16/2025,35,805
19,4/21/2025,36,720
3,4/16/2025,48,1008
16,9/23/2025,47,705
1,11/18/2025,31,651
25,12/7/2025,30,600
20,10/26/2025,33,792
17,1/27/2025,39,819
19,2/4/2025,40,960
16,1/3/2025,32,672
18,9/29/2025,39,897
10,1/22/2025,29,580
14,9/13/2025,43,989
24,8/15/2025,34,714
23,6/23/2025,34,714
12,4/24/2025,48,816
14,8/7/2025,36,720
25,4/9/2025,48,960
17,10/21/2025,26,520
15,9/6/2025,33,693
25,10/8/2025,64,1280
3,1/29/2025,27,675
11,12/10/2025,35,770
18,12/31/2025,29,609
15,10/20/2025,56,1008
3,5/17/2025,60,900
9,4/25/2025,49,784
21,2/9/2025,24,576
18,8/30/2025,51,1173
19,4/3/2025,60,1140
12,5/8/2025,36,828
24,9/21/2025,28,672
5,4/24/2025,39,819
8,12/13/2025,52,1092
25,5/30/2025,47,799
23,1/21/2025,53,1007
22,10/25/2025,31,651
6,3/23/2025,57,1083
24,11/29/2025,51,969
25,6/24/2025,52,988
23,9/18/2025,43,989
5,1/5/2025,59,1180
15,1/30/2025,45,900
23,12/24/2025,34,510
20,1/29/2025,60,1500
10,3/27/2025,62,1364
12,2/23/2025,56,1232
11,1/29/2025,56,952
18,12/30/2025,35,875
16,7/28/2025,41,697
22,9/16/2025,36,612
25,11/6/2025,62,1426
20,10/1/2025,49,784
25,5/9/2025,36,756
1,11/9/2025,61,1281
17,4/16/2025,51,1071
19,4/29/2025,47,799
24,8/8/2025,38,722
9,9/22/2025,51,1020
10,2/10/2025,56,1064
5,10/3/2025,36,756
2,10/6/2025,40,880
8,5/2/2025,32,704
15,9/24/2025,30,570
10,8/27/2025,28,672
10,1/3/2025,32,768
7,8/18/2025,43,688
16,1/3/2025,24,408
4,7/18/2025,50,850
18,7/13/2025,55,880
20,11/23/2025,35,630
23,2/19/2025,57,1311
16,7/3/2025,41,615
2,12/23/2025,43,645
19,1/21/2025,41,697
13,8/6/2025,26,546
15,1/28/2025,41,820
6,7/15/2025,46,1058
23,9/8/2025,48,1200
12,10/21/2025,39,585
20,6/30/2025,34,612
24,9/24/2025,38,950
17,10/1/2025,35,700
2,2/7/2025,48,1008
18,6/26/2025,40,680
7,5/15/2025,28,616
9,2/10/2025,52,1300
17,1/4/2025,59,1180
11,7/15/2025,61,1281
14,12/14/2025,32,704
24,11/30/2025,37,740
21,1/30/2025,56,896
18,1/3/2025,52,1248
19,11/16/2025,32,512
8,8/18/2025,46,736
16,12/12/2025,35,525
13,10/30/2025,51,1224
3,1/4/2025,61,1342
6,5/28/2025,33,693
22,8/31/2025,37,703
25,6/7/2025,60,900
21,8/4/2025,38,950
2,6/22/2025,40,1000
10,11/5/2025,59,1298
25,3/8/2025,64,1408
2,10/8/2025,49,784
11,6/22/2025,47,1175
21,8/20/2025,47,846
25,5/8/2025,48,720
1,11/26/2025,35,560
21,8/12/2025,34,544
12,5/2/2025,44,924
16,7/25/2025,36,756
19,11/1/2025,54,1188
9,3/31/2025,27,513
8,11/2/2025,41,984
10,7/17/2025,55,1265
21,8/31/2025,44,836
13,3/28/2025,51,1071
24,2/12/2025,27,459
12,11/2/2025,24,480
18,6/18/2025,31,620
20,8/15/2025,34,782
21,10/28/2025,28,532
9,2/8/2025,57,912
1,5/8/2025,61,1098
7,1/3/2025,58,1450
21,11/21/2025,53,1007
3,12/10/2025,55,1320
20,9/30/2025,61,1403
19,2/2/2025,50,900
1,12/4/2025,33,726
10,4/13/2025,28,476
7,8/20/2025,53,1219
15,4/1/2025,60,1020
11,10/29/2025,49,1127
11,9/6/2025,47,893
24,7/11/2025,49,735
14,9/8/2025,24,528
7,4/25/2025,45,945
13,11/23/2025,40,880
14,11/22/2025,48,912
5,6/18/2025,42,756
25,9/3/2025,38,570
2,6/6/2025,29,696
22,2/6/2025,64,1600
17,1/2/2025,42,630
16,3/24/2025,47,705
5,12/13/2025,60,1200
1,12/27/2025,64,1280
21,5/7/2025,34,748
14,7/11/2025,43,774
12,4/12/2025,49,980
13,6/5/2025,33,594
13,1/15/2025,32,768
23,6/2/2025,63,1197
20,4/2/2025,33,693
5,1/25/2025,33,561
22,9/12/2025,38,608
17,9/1/2025,33,825
12,8/29/2025,33,759
7,3/23/2025,33,627
18,4/1/2025,60,1080
20,1/16/2025,56,840
15,3/10/2025,50,1100
3,3/26/2025,28,644
20,5/2/2025,34,544
23,3/12/2025,25,475
3,9/29/2025,39,936
16,7/23/2025,48,768
11,12/9/2025,64,1024
22,10/5/2025,56,840
25,1/9/2025,48,816
25,2/21/2025,47,940
10,9/26/2025,29,435
10,12/30/2025,30,690
5,12/20/2025,50,750
24,9/3/2025,41,943
17,10/27/2025,31,558
9,1/15/2025,29,493
8,4/17/2025,54,972
1,7/15/2025,51,1173
10,10/27/2025,26,624
25,11/16/2025,45,675
13,10/14/2025,57,1083
24,2/13/2025,63,945
10,10/5/2025,33,693
19,5/6/2025,53,901
1,9/30/2025,64,1536
25,11/13/2025,59,1357
2,2/3/2025,25,450
4,12/15/2025,52,884
10,1/5/2025,53,795
4,3/22/2025,27,486
8,12/14/2025,37,592
15,5/17/2025,55,825
16,12/11/2025,52,1248
25,3/2/2025,58,870
23,3/19/2025,42,1050
23,6/5/2025,51,1224
16,2/28/2025,48,960
23,9/10/2025,36,648
3,3/5/2025,30,660
19,1/21/2025,29,638
6,2/5/2025,46,828
10,6/20/2025,42,924
11,1/1/2025,25,400
10,1/23/2025,43,989
10,12/19/2025,29,435
22,11/27/2025,47,940
17,3/5/2025,57,969
6,6/21/2025,50,1200
8,1/25/2025,41,861
6,5/23/2025,30,510
21,8/1/2025,63,1512
4,10/29/2025,50,1250
18,11/17/2025,54,1350
9,3/31/2025,27,594
16,9/23/2025,45,900
12,2/11/2025,47,705
3,7/17/2025,37,925
17,11/14/2025,34,646
12,12/7/2025,51,1275
24,3/7/2025,41,861
24,2/23/2025,25,425
19,3/14/2025,55,825
11,1/31/2025,47,752
9,5/28/2025,54,972
3,12/24/2025,62,1240
4,7/9/2025,47,1175
11,4/7/2025,42,840
19,7/20/2025,42,966
13,6/25/2025,51,1020
2,8/3/2025,56,1176
4,6/29/2025,38,912
4,6/2/2025,49,931
12,3/3/2025,38,874
21,7/3/2025,29,522
14,5/10/2025,53,1113
23,12/3/2025,35,840
25,11/14/2025,26,442
4,3/19/2025,32,544
8,12/11/2025,51,816
7,11/26/2025,39,936
11,9/26/2025,34,850
17,10/12/2025,44,836
6,6/20/2025,47,1081
19,4/24/2025,62,930
7,12/6/2025,26,416
4,1/23/2025,62,992
23,12/25/2025,41,779
19,12/15/2025,32,608
3,2/25/2025,57,1254
21,11/5/2025,26,468
20,12/2/2025,24,600
16,10/7/2025,43,817
6,8/6/2025,59,1121
15,11/10/2025,51,1224
10,4/12/2025,61,1525
7,2/23/2025,28,588
24,5/17/2025,35,735
5,10/15/2025,50,1000
9,5/20/2025,38,608
22,2/26/2025,45,675
24,1/18/2025,62,930
21,11/23/2025,45,1035
6,12/15/2025,49,1225
13,8/15/2025,62,992
22,3/27/2025,43,688
22,12/30/2025,48,1104
24,8/11/2025,57,1311
23,11/4/2025,33,594
23,9/20/2025,50,1050
25,10/10/2025,53,1272
8,1/24/2025,57,969
7,5/29/2025,51,1071
5,12/16/2025,37,814
7,4/24/2025,57,855
20,3/16/2025,50,1050
17,5/13/2025,48,816
2,12/26/2025,53,901
4,10/30/2025,49,1029
8,4/24/2025,56,896
19,3/28/2025,64,960
19,1/22/2025,40,1000
4,12/21/2025,48,1152
24,3/2/2025,64,1536
14,3/3/2025,50,1000
2,3/6/2025,34,646
1,5/8/2025,51,969
21,9/25/2025,32,704
24,8/12/2025,55,1100
7,5/11/2025,47,752
15,11/9/2025,56,1344
24,10/22/2025,25,475
14,8/23/2025,57,1254
24,5/3/2025,47,1128
14,12/29/2025,50,1200
5,2/27/2025,48,1104
11,3/1/2025,41,697
16,6/28/2025,53,795
7,10/17/2025,34,714
4,5/29/2025,49,1078
15,11/3/2025,52,936
13,11/14/2025,41,779
25,2/4/2025,48,1200
1,3/21/2025,40,720
2,2/27/2025,61,1098
22,2/6/2025,43,817
3,4/6/2025,31,651
25,11/2/2025,38,760
5,7/6/2025,37,592
12,10/14/2025,50,1200
22,10/1/2025,61,1281
21,8/29/2025,35,665
10,10/5/2025,28,532
4,1/30/2025,41,615
25,5/16/2025,60,1380
23,10/19/2025,37,629
11,10/6/2025,51,867
21,12/18/2025,29,609
11,2/1/2025,55,1155
22,5/24/2025,62,992
16,8/2/2025,36,576
3,5/5/2025,44,880
25,4/16/2025,57,855
16,4/19/2025,45,1080
21,8/3/2025,53,1166
6,4/7/2025,30,660
1,5/15/2025,63,1512
19,5/31/2025,51,1275
22,9/6/2025,52,936
9,3/6/2025,38,950
17,11/28/2025,24,504
18,1/13/2025,43,1032
11,10/4/2025,36,900
18,6/24/2025,60,1200
20,9/8/2025,35,595
3,9/2/2025,54,1350
3,3/23/2025,24,432
4,9/13/2025,26,572
17,3/14/2025,30,660
25,8/16/2025,24,384
3,4/23/2025,38,646
3,6/17/2025,63,1575
1,8/8/2025,52,1300
9,10/13/2025,31,589
7,10/13/2025,34,680
19,7/26/2025,29,493
12,8/28/2025,52,832
2,6/21/2025,60,1020
20,7/18/2025,31,620
4,3/4/2025,40,760
21,7/21/2025,53,848
24,1/31/2025,46,782
4,2/4/2025,29,725
19,1/21/2025,60,1140
8,8/25/2025,47,1081
18,6/2/2025,38,608
17,11/13/2025,25,575
19,6/23/2025,42,714
5,8/2/2025,43,1032
25,7/20/2025,51,867
